Condition,Item,ItemNum,List,Order,RT,Response,Run,SubjID,TrialNumber,TrialOnset,Unnamed: 11,Unnamed: 12
WCOMP,TREADMILL     CHALK,61,2,3,0,0,3,FED_20191120c_3T2,11,61,,
WCOMP,EYE     SHOVEL,11,2,3,0,0,3,FED_20191120c_3T2,12,64,,
WCOMP,SWIMMING POOL     TOOTHBRUSH     SNAIL     FENCE,53,2,3,0,0,3,FED_20191120c_3T2,13,67,,
NPROD,SPLAUGE    SCRANK    PLEETH    DRYS,23,2,3,0,splauge scrank pleeth drys,3,FED_20191120c_3T2,14,72,,
NPROD,SLEZ    TWAUL    GWUG    PHRIEF,61,2,3,0,slez twaul gwug phrie,3,FED_20191120c_3T2,15,79,,
NPROD,PHRAN    SLASQUE    THWESS    SKOLE,22,2,3,0,phran slasque thwess skole,3,FED_20191120c_3T2,16,86,,
NPROD,GLETCH    SNOLF    SWIRR    SNEBE,11,2,3,0,gletcg snio swirr sne,3,FED_20191120c_3T2,17,93,,
SPROD,12142386.jpg,91,2,3,0,man juggling balls,3,FED_20191120c_3T2,18,102,,
SPROD,4968012871.jpg,72,2,3,0,a women gholding a chicken,3,FED_20191120c_3T2,19,109,,
SPROD,3549408779.jpg,109,2,3,0,a doggo swimming in a pool,3,FED_20191120c_3T2,20,116,,
SPROD,5505219003.jpg,128,2,3,0,"a m,am sp;viomg a;gebra",3,FED_20191120c_3T2,21,123,,
EVSEM,36979.jpg,66,2,3,0,1,3,FED_20191120c_3T2,22,132,,
EVSEM,3549408779.jpg,109,2,3,0,2,3,FED_20191120c_3T2,23,135,,
EVSEM,8088804992.jpg,115,2,3,0,2,3,FED_20191120c_3T2,24,138,,
EVSEM,4895017117.jpg,92,2,3,0,1,3,FED_20191120c_3T2,25,141,,
FIX,+,0,2,3,0,0,3,FED_20191120c_3T2,26,144,,
EVSEM,6094931376.jpg,100,2,3,0,2,3,FED_20191120c_3T2,27,158,,
EVSEM,4610962283.jpg,97,2,3,0,1,3,FED_20191120c_3T2,28,161,,
EVSEM,3660826540.jpg,99,2,3,0,2,3,FED_20191120c_3T2,29,164,,
EVSEM,4968012871.jpg,72,2,3,0,2,3,FED_20191120c_3T2,30,167,,
SPROD,4436749692.jpg,68,2,3,0,a man readubg a bewsoaoer,3,FED_20191120c_3T2,31,172,,
SPROD,4322110026.jpg,101,2,3,0,a man sgavubg,3,FED_20191120c_3T2,32,179,,
SPROD,4986581949.jpg,81,2,3,0,a woman riding the subway,3,FED_20191120c_3T2,33,186,,
SPROD,8057415401.jpg,118,2,3,0,two men playing checkers,3,FED_20191120c_3T2,34,193,,
NPROD,FRUZZ    PHREEP    SHRY    SPLASS,6,2,3,0,fruzz phrepp shry splass,3,FED_20191120c_3T2,35,202,,
NPROD,DWURB    SMULT    ZOUTE    DREALT,46,2,3,0,dqurb smult zoute drealt,3,FED_20191120c_3T2,36,209,,
NPROD,SMISE    SPLEGG    SCROUN    GNOLT,29,2,3,0,smise splegg scround gnolt,3,FED_20191120c_3T2,37,216,,
NPROD,PLOGUE    SCROOT    KNARP    SWEUTH,52,2,3,0,plogue scroot knarp sqeurt,3,FED_20191120c_3T2,38,223,,
WCOMP,CRAYON     HURDLE     GROCERY BAG,30,2,3,0,0,3,FED_20191120c_3T2,39,232,,
WCOMP,BOWLING BALL     TREE     LIPSTICK,64,2,3,0,0,3,FED_20191120c_3T2,40,235,,
WCOMP,DOG     COLUMN     WOOD     HAIR,34,2,3,0,0,3,FED_20191120c_3T2,41,238,,
WCOMP,HORSE     TELESCOPE     SHOPPING CART,32,2,3,0,0,3,FED_20191120c_3T2,42,241,,
SCOMP,A WOMAN IS READING A BOOK,22,2,3,0,0,3,FED_20191120c_3T2,43,246,,
SCOMP,A LITTLE BOY IS OPENING A PRESENT,15,2,3,0,0,3,FED_20191120c_3T2,44,249,,
SCOMP,A BABY IS SITTING IN A SUITCASE,11,2,3,0,0,3,FED_20191120c_3T2,45,252,,
SCOMP,A BOY IS USING A MAGNIFYING GLASS TO LOOK AT A ROCK,45,2,3,0,0,3,FED_20191120c_3T2,46,255,,
WPROD,scissors_02s-background-3062011_960_720-pool_table_03s-piano_11n.jpg,128,2,3,0,scussirs sabd oiik ouabi,3,FED_20191120c_3T2,47,260,,
WPROD,window_01b-shower_13n-chalkboard_08s.jpg,104,2,3,0,wubdiw sgiwer cgakjviard,3,FED_20191120c_3T2,48,267,,
WPROD,hairdryer_09s-dish_11s.jpg,105,2,3,0,vkiw dru=yer dusges,3,FED_20191120c_3T2,49,274,,
WPROD,gift_02s-dishwasher_07s-crayon_17s.jpg,122,2,3,0,opresebt dusgwasger cratibs,3,FED_20191120c_3T2,50,281,,
FIX,+,0,2,3,0,0,3,FED_20191120c_3T2,51,288,,
FIX,+,0,1,12,0,0,1,FED_20200130a_3T2,1,0,,
WCOMP,BEACH     POOL TABLE     GROCERY BAG     MAP,78,1,12,0,0,1,FED_20200130a_3T2,2,14,,
WCOMP,BOOT     CHECKERS     TELESCOPE,85,1,12,0,0,1,FED_20200130a_3T2,3,17,,
WCOMP,TOY TRAIN     ACCORDION     CHICKEN,73,1,12,0,0,1,FED_20200130a_3T2,4,20,,
WCOMP,BLOWDRYER     DISHES,105,1,12,0,0,1,FED_20200130a_3T2,5,23,,
SCOMP,A CHOIR IS SINGING,102,1,12,0,0,1,FED_20200130a_3T2,6,28,,
SCOMP,A MAN IS PUSHING A CART FULL OF GROCERY BAGS,82,1,12,0,0,1,FED_20200130a_3T2,7,31,,
SCOMP,A BOY IS PLAYING THE PIANO,116,1,12,0,0,1,FED_20200130a_3T2,8,34,,
SCOMP,A YOUNG GIRL IS SITTING ON A RAILING,76,1,12,0,0,1,FED_20200130a_3T2,9,37,,
WPROD,saxophone_09s-train_set_07s-hairbrush_01b.jpg,59,1,12,0,",isofasl omduym",1,FED_20200130a_3T2,10,42,,
WPROD,shopping_cart_07s-piano_11n-crayon_17s.jpg,41,1,12,0,cary,1,FED_20200130a_3T2,11,49,,
WPROD,toothbrush_08s-bottle_06s-camera1_04s.jpg,16,1,12,0,birrkle,1,FED_20200130a_3T2,12,56,,
WPROD,puppy_01b-chalkboard_08s-axe_12n.jpg,6,1,12,0,sohvlackv,1,FED_20200130a_3T2,13,63,,
EVSEM,4688958106.jpg,8,1,12,0,1,1,FED_20200130a_3T2,14,72,,
EVSEM,4050265867.jpg,18,1,12,0,1,1,FED_20200130a_3T2,15,75,,
EVSEM,6681702227.jpg,33,1,12,0,1,1,FED_20200130a_3T2,16,78,,
EVSEM,35268263.jpg,60,1,12,0,1,1,FED_20200130a_3T2,17,81,,
SPROD,4580613274.jpg,34,1,12,0,",am qwalkimnf",1,FED_20200130a_3T2,18,86,,
SPROD,7579008108.jpg,53,1,12,0,kumpomh,1,FED_20200130a_3T2,19,93,,
SPROD,4696829163.jpg,54,1,12,0,cjaild,1,FED_20200130a_3T2,20,100,,
SPROD,4705826062.jpg,49,1,12,0,eayimng ice,1,FED_20200130a_3T2,21,107,,
NPROD,STRUTCH    SPRETE    SPREACE    SLEFF,59,1,12,0,stuycvj ,1,FED_20200130a_3T2,22,116,,
NPROD,SWOILE    PRESH    DWESH    SKABE,35,1,12,0,swioilr ptrds,1,FED_20200130a_3T2,23,123,,
NPROD,SHRUKE    STRESK    SNEGG    WRULT,3,1,12,0, pydhruk,1,FED_20200130a_3T2,24,130,,
NPROD,SPREETH    SHRADGE    PHRAW    PLONCH,4,1,12,0,ree s j sht,1,FED_20200130a_3T2,25,137,,
FIX,+,0,1,12,0,0,1,FED_20200130a_3T2,26,144,,
NPROD,SMEAGUE    FLEPE    BLIEN    THRUTT,49,1,12,0,amwahie,1,FED_20200130a_3T2,27,158,,
NPROD,GNANT    THOULE    PHRUICHE    SPLOAT,27,1,12,0,dleped,1,FED_20200130a_3T2,28,165,,
NPROD,SPLAUGE    SCRANK    PLEETH    DRYS,23,1,12,0,fmamr ,1,FED_20200130a_3T2,29,172,,
NPROD,DWURB    SMULT    ZOUTE    DREALT,46,1,12,0,yjouspla,1,FED_20200130a_3T2,30,179,,
SPROD,6882674785.jpg,20,1,12,0,uhsseirn mfirl,1,FED_20200130a_3T2,31,188,,
SPROD,3677329561.jpg,27,1,12,0,deomfih pettimh,1,FED_20200130a_3T2,32,195,,
SPROD,4585839343.jpg,44,1,12,0,giorl dloewer,1,FED_20200130a_3T2,33,202,,
SPROD,6845394024.jpg,7,1,12,0,nou nhridh,1,FED_20200130a_3T2,34,209,,
EVSEM,3665441862.jpg,43,1,12,0,2,1,FED_20200130a_3T2,35,218,,
EVSEM,5241718422.jpg,19,1,12,0,1,1,FED_20200130a_3T2,36,221,,
EVSEM,6596861005.jpg,17,1,12,0,2,1,FED_20200130a_3T2,37,224,,
EVSEM,4705826062.jpg,49,1,12,0,2,1,FED_20200130a_3T2,38,227,,
WPROD,column_12s-doll_10s.jpg,51,1,12,0,p[oo;;]ar t,1,FED_20200130a_3T2,39,232,,
WPROD,broom_04s-hurdle-812853_960_720-background-3062011_960_720-cellphone_13s.jpg,35,1,12,0,derrpr nrc,1,FED_20200130a_3T2,40,239,,
WPROD,cellphone_13s-deer_06s-cucumber_07s.jpg,55,1,12,0,"juam,iom,aldeer",1,FED_20200130a_3T2,41,246,,
WPROD,saxophone_09s-couch_18n-jump_rope_05s-grass-220465_960_720.jpg,4,1,12,0,skillopinbh so,1,FED_20200130a_3T2,42,253,,
SCOMP,A MAN IS JUGGLING BALLS,91,1,12,0,0,1,FED_20200130a_3T2,43,262,,
SCOMP,A MAN IS JUGGLING THREE BALLS,88,1,12,0,0,1,FED_20200130a_3T2,44,265,,
SCOMP,A GIRL IS PLAYING THE VIOLIN,112,1,12,0,0,1,FED_20200130a_3T2,45,268,,
SCOMP,A MAN IS HOLDING A NEWBORN BABY,103,1,12,0,0,1,FED_20200130a_3T2,46,271,,
WCOMP,FLOWER     TRAIN,99,1,12,0,0,1,FED_20200130a_3T2,47,276,,
WCOMP,HOLE     MAGNIFYING GLASS,75,1,12,0,0,1,FED_20200130a_3T2,48,279,,
WCOMP,AXE     COCKTAIL     SEWING MACHINE,126,1,12,0,0,1,FED_20200130a_3T2,49,282,,
WCOMP,SAXOPHONE     CAMERA     BOWL,92,1,12,0,0,1,FED_20200130a_3T2,50,285,,
FIX,+,0,1,12,0,0,1,FED_20200130a_3T2,51,288,,
FIX,+,0,2,6,0,0,6,FED_20191120d_3T2,1,0,,
NPROD,SLURCH    SNERTH    THWANGE    DRETE,24,2,6,0,sliurhc snerth thwange drerte,6,FED_20191120d_3T2,2,14,,
NPROD,DWIKE    SKEAVE    SPLOME    TRALSE,62,2,6,0,dwike skeave splome tralse,6,FED_20191120d_3T2,3,21,,
NPROD,SHRUKE    STRESK    SNEGG    WRULT,3,2,6,0,shruke stresk snegg rult,6,FED_20191120d_3T2,4,28,,
NPROD,SCRUSK    SPRIKE    FLARGE    TWUIFF,47,2,6,0,srusk sprike flarge twuiff,6,FED_20191120d_3T2,5,35,,
SPROD,36979.jpg,66,2,6,0,cards,6,FED_20191120d_3T2,6,44,,
SPROD,4786057236.jpg,78,2,6,0,playing piano thing,6,FED_20191120d_3T2,7,51,,
SPROD,4715971264.jpg,88,2,6,0,juggling,6,FED_20191120d_3T2,8,58,,
SPROD,5194027799.jpg,79,2,6,0,holding a small dog,6,FED_20191120d_3T2,9,65,,
EVSEM,28144507.jpg,96,2,6,0,2,6,FED_20191120d_3T2,10,74,,
EVSEM,4400746838.jpg,71,2,6,0,2,6,FED_20191120d_3T2,11,77,,
EVSEM,4715971264.jpg,88,2,6,0,2,6,FED_20191120d_3T2,12,80,,
EVSEM,3686889377.jpg,121,2,6,0,1,6,FED_20191120d_3T2,13,83,,
WPROD,shoe_09s-telescope_03n-noodle_12s-skateboard_07s.jpg,100,2,6,0,shoes telescope noodles skateboard,6,FED_20191120d_3T2,14,88,,
WPROD,saxophone_09s-camera1_04s-bowl_08s.jpg,92,2,6,0,saxaphone camera bowl,6,FED_20191120d_3T2,15,95,,
WPROD,scissors_02s-castle-2462133_960_720-bench_06s.jpg,117,2,6,0,scissors castle bench,6,FED_20191120d_3T2,16,102,,
WPROD,tree_12s-checkers_04s-treadmill_01b.jpg,76,2,6,0,tree chess tread mill ,6,FED_20191120d_3T2,17,109,,
SCOMP,A MAN IS RUNNING ON A TREADMILL,19,2,6,0,0,6,FED_20191120d_3T2,18,118,,
SCOMP,A PERSON IS SKIING DOWN A STEEP SLOPE,51,2,6,0,0,6,FED_20191120d_3T2,19,121,,
SCOMP,A YOUNG BOY IS SLEEPING,64,2,6,0,0,6,FED_20191120d_3T2,20,124,,
SCOMP,A GROUP OF PEOPLE ARE DOING YOGA ON A BEACH,39,2,6,0,0,6,FED_20191120d_3T2,21,127,,
WCOMP,SAND     BUBBLE     ACCORDION,44,2,6,0,0,6,FED_20191120d_3T2,22,132,,
WCOMP,PAINTBRUSH     SHOWER     POOL TABLE,1,2,6,0,0,6,FED_20191120d_3T2,23,135,,
WCOMP,SKATEBOARD     ROCK     STRAWBERRY,45,2,6,0,0,6,FED_20191120d_3T2,24,138,,
WCOMP,SHOE     BENCH     HORSE,21,2,6,0,0,6,FED_20191120d_3T2,25,141,,
FIX,+,0,2,6,0,0,6,FED_20191120d_3T2,26,144,,
WCOMP,STAIRS     ICE CREAM,24,2,6,0,0,6,FED_20191120d_3T2,27,158,,
WCOMP,CHAIR     COCKTAIL     DEER,60,2,6,0,0,6,FED_20191120d_3T2,28,161,,
WCOMP,SIDEWALK     SHIRT     LADDER,17,2,6,0,0,6,FED_20191120d_3T2,29,164,,
WCOMP,FRUIT     BOWLING BALL,63,2,6,0,0,6,FED_20191120d_3T2,30,167,,
SCOMP,A YOUNG GIRL IS KICKING A BALL,12,2,6,0,0,6,FED_20191120d_3T2,31,172,,
SCOMP,A WOMAN IS PUTTING ON A BOOT,63,2,6,0,0,6,FED_20191120d_3T2,32,175,,
SCOMP,A LITTLE GIRL IS HOLDING A SNAIL,28,2,6,0,0,6,FED_20191120d_3T2,33,178,,
SCOMP,A MAN IS JUMPING OFF A CLIFF INTO THE WATER,53,2,6,0,0,6,FED_20191120d_3T2,34,181,,
WPROD,jump_rope_05s-book_08s-baby_05s-flower_19s.jpg,80,2,6,0,jump rope book baby flower,6,FED_20191120d_3T2,35,186,,
WPROD,bottle_06s-iron_04s-card_06s-hand_08s.jpg,65,2,6,0,boottle flat iron cards hand,6,FED_20191120d_3T2,36,193,,
WPROD,hula_hoop_10s-plant-4006379_960_720-sponge_11s-map_08s.jpg,124,2,6,0,hoola hoop plant sponge maps,6,FED_20191120d_3T2,37,200,,
WPROD,castle-2462133_960_720-dandelion_14s-violin_12n.jpg,101,2,6,0,castle flower violin,6,FED_20191120d_3T2,38,207,,
EVSEM,104669470.jpg,70,2,6,0,2,6,FED_20191120d_3T2,39,216,,
EVSEM,3808935147.jpg,106,2,6,0,2,6,FED_20191120d_3T2,40,219,,
EVSEM,4390269250.jpg,104,2,6,0,2,6,FED_20191120d_3T2,41,222,,
EVSEM,3652094744.jpg,65,2,6,0,2,6,FED_20191120d_3T2,42,225,,
SPROD,12142386.jpg,91,2,6,0,juggling,6,FED_20191120d_3T2,43,230,,
SPROD,4610962283.jpg,97,2,6,0,playing the harp,6,FED_20191120d_3T2,44,237,,
SPROD,4436749692.jpg,68,2,6,0,reading the newspaper,6,FED_20191120d_3T2,45,244,,
SPROD,3719712280.jpg,98,2,6,0,diving for a frisbee,6,FED_20191120d_3T2,46,251,,
NPROD,PHRYBE    SPRELM    SPLURE    PRULGE,31,2,6,0,phrybe sprelm sprlure prulge,6,FED_20191120d_3T2,47,260,,
NPROD,SPREUTH    PHLAISE    SWIRGE    SHROD,20,2,6,0,spreuth phlaise swirge,6,FED_20191120d_3T2,48,267,,
NPROD,GLETCH    SNOLF    SWIRR    SNEBE,11,2,6,0,shgletch snolf swirr snebe,6,FED_20191120d_3T2,49,274,,
NPROD,FRUZZ    PHREEP    SHRY    SPLASS,6,2,6,0,fruzz phreeep shry slplass,6,FED_20191120d_3T2,50,281,,
FIX,+,0,2,6,0,0,6,FED_20191120d_3T2,51,288,,
FIX,+,0,1,5,0,0,2,FED_20200205b_3T2,1,0,,
WCOMP,HULA HOOP     SHIRT,103,1,5,0,0,2,FED_20200205b_3T2,2,14,,
WCOMP,TOOTHBRUSH     CELLPHONE     MAP,82,1,5,0,0,2,FED_20200205b_3T2,3,17,,
WCOMP,TRAIN     JUGGLING BALLS,121,1,5,0,0,2,FED_20200205b_3T2,4,20,,
WCOMP,ICE CREAM     JUMPROPE     HOUSE PLANT,98,1,5,0,0,2,FED_20200205b_3T2,5,23,,
NPROD,PLISC    SNULT    THUTCH    GWERF,43,1,5,0,0,2,FED_20200205b_3T2,6,28,,
NPROD,SLURCH    SNERTH    THWANGE    DRETE,24,1,5,0,0,2,FED_20200205b_3T2,7,35,,
NPROD,BLUIN    STRALF    TWUM    THRULCH,38,1,5,0,0,2,FED_20200205b_3T2,8,42,,
NPROD,THROOGE    TWIRTH    PLARSH    GWECK,14,1,5,0,0,2,FED_20200205b_3T2,9,49,,
SPROD,5669914204.jpg,13,1,5,0,0,2,FED_20200205b_3T2,10,58,,
SPROD,5840187633.jpg,35,1,5,0,0,2,FED_20200205b_3T2,11,65,,
SPROD,7995263133.jpg,64,1,5,0,0,2,FED_20200205b_3T2,12,72,,
SPROD,6225280494.jpg,9,1,5,0,0,2,FED_20200205b_3T2,13,79,,
EVSEM,6882674785.jpg,20,1,5,0,0,2,FED_20200205b_3T2,14,88,,
EVSEM,3819214047.jpg,59,1,5,0,0,2,FED_20200205b_3T2,15,91,,
EVSEM,4607606901.jpg,3,1,5,0,0,2,FED_20200205b_3T2,16,94,,
EVSEM,7380263314.jpg,1,1,5,0,0,2,FED_20200205b_3T2,17,97,,
WPROD,hairdryer_09s-cucumber_07s-suitcase_01b-broom_04s.jpg,2,1,5,0,0,2,FED_20200205b_3T2,18,102,,
WPROD,fruit_05s-bowling_ball_08s.jpg,63,1,5,0,0,2,FED_20200205b_3T2,19,109,,
WPROD,fence_18s-skateboard_07s-horse_15s-trampoline_14s.jpg,42,1,5,0,0,2,FED_20200205b_3T2,20,116,,
WPROD,bubble_01b-arm_07s.jpg,52,1,5,0,0,2,FED_20200205b_3T2,21,123,,
SCOMP,A MAN IS IRONING A SHIRT,87,1,5,0,0,2,FED_20200205b_3T2,22,132,,
SCOMP,A LITTLE GIRL IS SMELLING A FLOWER,124,1,5,0,0,2,FED_20200205b_3T2,23,135,,
SCOMP,A MAN IS BLOWING BUBBLES,89,1,5,0,0,2,FED_20200205b_3T2,24,138,,
SCOMP,A GROUP OF PEOPLE ARE PLAYING POKER,66,1,5,0,0,2,FED_20200205b_3T2,25,141,,
FIX,+,0,1,5,0,0,2,FED_20200205b_3T2,26,144,,
SCOMP,A BOY IS HOLDING A BIRD IN HIS HANDS,120,1,5,0,0,2,FED_20200205b_3T2,27,158,,
SCOMP,A MAN IS MEDITATING IN A PARK,80,1,5,0,0,2,FED_20200205b_3T2,28,161,,
SCOMP,A LITTLE GIRL IS EATING A STRAWBERRY,104,1,5,0,0,2,FED_20200205b_3T2,29,164,,
SCOMP,A WOMAN IS JOGGING,115,1,5,0,0,2,FED_20200205b_3T2,30,167,,
WPROD,violin_12n-iron_04s-newspapers-1412940_960_720-hand_04s.jpg,39,1,5,0,0,2,FED_20200205b_3T2,31,172,,
WPROD,lawnmower_07s-sponge_11s.jpg,19,1,5,0,0,2,FED_20200205b_3T2,32,179,,
WPROD,suitcase_01b-iron_04s-trampoline_14s.jpg,54,1,5,0,0,2,FED_20200205b_3T2,33,186,,
WPROD,chalk_13s-stair_16s-fish_09s.jpg,40,1,5,0,0,2,FED_20200205b_3T2,34,193,,
EVSEM,6303184938.jpg,58,1,5,0,0,2,FED_20200205b_3T2,35,202,,
EVSEM,4121133646.jpg,45,1,5,0,0,2,FED_20200205b_3T2,36,205,,
EVSEM,7028846053.jpg,42,1,5,0,0,2,FED_20200205b_3T2,37,208,,
EVSEM,33256003.jpg,36,1,5,0,0,2,FED_20200205b_3T2,38,211,,
SPROD,6354735653.jpg,62,1,5,0,0,2,FED_20200205b_3T2,39,216,,
SPROD,4789495327.jpg,31,1,5,0,0,2,FED_20200205b_3T2,40,223,,
SPROD,3672940355.jpg,12,1,5,0,0,2,FED_20200205b_3T2,41,230,,
SPROD,4607606901.jpg,3,1,5,0,0,2,FED_20200205b_3T2,42,237,,
NPROD,WHOOB    GLURE    SHRUTCH    SHREAL,5,1,5,0,0,2,FED_20200205b_3T2,43,246,,
NPROD,DROOCH    WRILK    SPLISK    TROME,45,1,5,0,0,2,FED_20200205b_3T2,44,253,,
NPROD,SMISE    SPLEGG    SCROUN    GNOLT,29,1,5,0,0,2,FED_20200205b_3T2,45,260,,
NPROD,PHRAN    SLASQUE    THWESS    SKOLE,22,1,5,0,0,2,FED_20200205b_3T2,46,267,,
WCOMP,BOOK     WOOD     BALL     SAXOPHONE,94,1,5,0,0,2,FED_20200205b_3T2,47,276,,
WCOMP,SNOW     CLIFF     STRAWBERRY,81,1,5,0,0,2,FED_20200205b_3T2,48,279,,
WCOMP,WINDOW     SHOWER     CHALKBOARD,104,1,5,0,0,2,FED_20200205b_3T2,49,282,,
WCOMP,SAXOPHONE     CAMERA     BOWL,92,1,5,0,0,2,FED_20200205b_3T2,50,285,,
FIX,+,0,1,5,0,0,2,FED_20200205b_3T2,51,288,,
FIX,+,0,1,6,0,0,6,FED_20191204c_3T2,1,0,,
NPROD,KNOOSH    SPLIEGE    THAIF    THOZ,60,1,6,0,SKOOSH S-PEGE TUA9R,6,FED_20191204c_3T2,2,14,,
NPROD,BLORQUE    GHIMP    PHRAUCE    TRUME,55,1,6,0,HJ0RGRQWE GFW0K,6,FED_20191204c_3T2,3,21,,
NPROD,PLOUTH    STRAUVE    YENGE    THWURCH,53,1,6,0,#NAME?,6,FED_20191204c_3T2,4,28,,
NPROD,GNIRP    SPLOC    SCRINCH    SWELM,36,1,6,0,FJG9R FS-V-B,6,FED_20191204c_3T2,5,35,,
SPROD,6915574150.jpg,6,1,6,0,GIRL WITH TOOTHBRIS,6,FED_20191204c_3T2,6,44,,
SPROD,5220880759.jpg,16,1,6,0,MAND IN SHJWER,6,FED_20191204c_3T2,7,51,,
SPROD,35268263.jpg,60,1,6,0,WAMOA SWEIGMN,6,FED_20191204c_3T2,8,58,,
SPROD,6303184938.jpg,58,1,6,0,"KAJ AT K,VIRSC0-RE",6,FED_20191204c_3T2,9,65,,
EVSEM,6110845331.jpg,24,1,6,0,0JE,6,FED_20191204c_3T2,10,74,,
EVSEM,6237339784.jpg,30,1,6,0, TWP,6,FED_20191204c_3T2,11,77,,
EVSEM,5194023863.jpg,28,1,6,0, PMNE,6,FED_20191204c_3T2,12,80,,
EVSEM,5584269779.jpg,57,1,6,0,0TW,6,FED_20191204c_3T2,13,83,,
WPROD,cocktail_01b-doll_10s-rollerblade_07s.jpg,10,1,6,0,DR9JO D0PPS SOATE,6,FED_20191204c_3T2,14,88,,
WPROD,hand_08s-fruit_05s-balls-272409_960_720-railing_05s.jpg,5,1,6,0,UAJGS FR89T HAPPS RA9P,6,FED_20191204c_3T2,15,95,,
WPROD,ocean-918999_960_720-train_10n-railing_05s.jpg,31,1,6,0,WAJTE TARMMG RA9P,6,FED_20191204c_3T2,16,102,,
WPROD,sidewalk-3999780_960_720-shirt_02s-ladder_01b.jpg,17,1,6,0,FTREET SHIRT ,6,FED_20191204c_3T2,17,109,,
SCOMP,TWO BOYS ARE JUMPING ON A TRAMPOLINE,106,1,6,0,0,6,FED_20191204c_3T2,18,118,,
SCOMP,A DOG IS SWIMMING IN A POOL,109,1,6,0,0,6,FED_20191204c_3T2,19,121,,
SCOMP,A MAN IS PUSHING A COUCH DOWN A SIDEWALK,86,1,6,0,0,6,FED_20191204c_3T2,20,124,,
SCOMP,A YOUNG CHILD IS EATING AN APPLE,108,1,6,0,0,6,FED_20191204c_3T2,21,127,,
WCOMP,WATER BOTTLE     IRON     CARD     HAND,65,1,6,0,0,6,FED_20191204c_3T2,22,132,,
WCOMP,CHAIR     SKIS,118,1,6,0,0,6,FED_20191204c_3T2,23,135,,
WCOMP,BLOWDRYER     DISHES,105,1,6,0,0,6,FED_20191204c_3T2,24,138,,
WCOMP,BOOT     CHECKERS     TELESCOPE,85,1,6,0,0,6,FED_20191204c_3T2,25,141,,
FIX,+,0,1,6,0,0,6,FED_20191204c_3T2,26,144,,
WCOMP,BEACH     ARM     ROCK     RAZOR,72,1,6,0,0,6,FED_20191204c_3T2,27,158,,
WCOMP,LIPSTICK     FLUTE     CASTLE     BALL,93,1,6,0,0,6,FED_20191204c_3T2,28,161,,
WCOMP,ACCORDION     LADDER     APPLE,84,1,6,0,0,6,FED_20191204c_3T2,29,164,,
WCOMP,AXE     COCKTAIL     SEWING MACHINE,126,1,6,0,0,6,FED_20191204c_3T2,30,167,,
SCOMP,A WOMAN IS FISHING,125,1,6,0,0,6,FED_20191204c_3T2,31,172,,
SCOMP,A BOY IS PLAYING THE PIANO,116,1,6,0,0,6,FED_20191204c_3T2,32,175,,
SCOMP,TWO OLDER MEN ARE WALKING ON THE BEACH,69,1,6,0,0,6,FED_20191204c_3T2,33,178,,
SCOMP,A WOMAN IS ROLLER SKATING,111,1,6,0,0,6,FED_20191204c_3T2,34,181,,
WPROD,cucumber_07s-guitar_12s-brush_05s.jpg,3,1,6,0,CULNFGBNER F8TAR HRASU ,6,FED_20191204c_3T2,35,186,,
WPROD,puppy_01b-chalkboard_08s-axe_12n.jpg,6,1,6,0,--8R--R CAPOD H0ARD,6,FED_20191204c_3T2,36,193,,
WPROD,hole_09s-deer_06s-swimming_pool_18s.jpg,9,1,6,0,U0PE DEER -00P,6,FED_20191204c_3T2,37,200,,
WPROD,dish_11s-plant_09s-violin_12n-leaves-1721983_960_720.jpg,14,1,6,0,D9SUES -PAJT C0PP0W,6,FED_20191204c_3T2,38,207,,
EVSEM,6225280494.jpg,9,1,6,0,TWO,6,FED_20191204c_3T2,39,216,,
EVSEM,5840187633.jpg,35,1,6,0,  ONE,6,FED_20191204c_3T2,40,219,,
EVSEM,7995263133.jpg,64,1,6,0,  ONE,6,FED_20191204c_3T2,41,222,,
EVSEM,6939434967.jpg,55,1,6,0,  ONE,6,FED_20191204c_3T2,42,225,,
SPROD,3819214047.jpg,59,1,6,0,NOT SLATIONG,6,FED_20191204c_3T2,43,230,,
SPROD,5584269779.jpg,57,1,6,0,R99EJG A HF0RSE,6,FED_20191204c_3T2,44,237,,
SPROD,3665441862.jpg,43,1,6,0,"G9RP CA,0MG FEJMMCE",6,FED_20191204c_3T2,45,244,,
SPROD,33256003.jpg,36,1,6,0,"WA,MNF DOPOMG ;O[STA",6,FED_20191204c_3T2,46,251,,
NPROD,SPRASH    SPROAT    STREVE    BLAUB,37,1,6,0,SPRSH SPRAT STVE,6,FED_20191204c_3T2,47,260,,
NPROD,SPREUTH    PHLAISE    SWIRGE    SHROD,20,1,6,0,S-RETUJ UAES,6,FED_20191204c_3T2,48,267,,
NPROD,THWUIP    WHULP    FROLVE    YERB,16,1,6,0,SW9TUWE9 WU9[=,6,FED_20191204c_3T2,49,274,,
NPROD,DWIKE    SKEAVE    SPLOME    TRALSE,62,1,6,0,DWEOE SOEAVE S-P0KE,6,FED_20191204c_3T2,50,281,,
FIX,+,0,1,6,0,0,6,FED_20191204c_3T2,51,288,,
FIX,+,0,2,3,0,0,4,FED_20191204a_3T2,1,0,,
WPROD,harp_05s-strawberry_04n-sand_03s.jpg,127,2,3,0,"vurfoom,t",4,FED_20191204a_3T2,2,14,,
WPROD,window_01b-hairbrush_01b.jpg,106,2,3,0,piukpo,4,FED_20191204a_3T2,3,21,,
